seqname	V	D	J	vlen	vdilen	dlen	djilen	jlen
S317	IGHV4-34*04	IGHD6-13*01	IGHJ5*01	291	0	19	0	51
S318	IGHV4-30-4*01	IGHD2-21*01	IGHJ6*04	297	4	18	17	58
S319	IGHV3-72*01	IGHD1/OR15-1a*01	IGHJ4*02	299	15	7	7	45
S320	IGHV4-59*06	IGHD4-23*01	IGHJ2*01	288	7	16	7	40
S321	IGHV3/OR16-9*01	IGHD6-6*01	IGHJ4*01	292	25	2	12	48
S322	IGHV4/OR15-8*03	IGHD3-10*01	IGHJ3*02	293	9	29	0	39
S323	IGHV4-59*08	IGHD1-7*01	IGHJ3*02	290	3	0	0	44
S324	IGHV2-5*09	IGHD4-11*01	IGHJ5*02	299	7	6	4	45
S325	IGHV3-49*02	IGHD4-23*01	IGHJ1*01	300	4	9	11	52
S326	IGHV3-64*01	IGHD1/OR15-1a*01	IGHJ4*01	294	1	0	5	43
S327	IGHV3-74*02	IGHD2-21*01	IGHJ5*01	293	1	23	7	46
S328	IGHV1-69D*01	IGHD2-21*01	IGHJ6*04	294	10	28	8	60
S329	IGHV5-10-1*03	IGHD1-20*01	IGHJ6*01	293	4	14	18	59
S330	IGHV1-2*04	IGHD6-19*01	IGHJ5*02	292	9	12	0	45
S331	IGHV3-64D*06	IGHD1-26*01	IGHJ3*01	293	9	10	1	42
S332	IGHV3/OR16-8*02	IGHD1-1*01	IGHJ5*01	294	8	5	9	51
S333	IGHV2-70*12	IGHD3-22*01	IGHJ3*02	300	0	29	9	47
S334	IGHV1-24*01	IGHD3-9*01	IGHJ2*01	293	18	25	3	49
S335	IGHV2-70D*14	IGHD2-21*01	IGHJ2*01	300	2	25	1	51
S336	IGHV3-53*02	IGHD4-11*01	IGHJ6*04	291	5	14	0	57
S337	IGHV1/OR21-1*01	IGHD1-1*01	IGHJ5*02	293	4	7	9	51
S338	IGHV4-38-2*02	IGHD6-19*01	IGHJ2*01	294	12	12	8	44
S339	IGHV3/OR16-13*01	IGHD4/OR15-4a*01	IGHJ3*01	294	7	12	3	48
S340	IGHV3-73*01	IGHD2-2*02	IGHJ3*01	297	3	26	0	50
S341	IGHV4-31*03	IGHD3-9*01	IGHJ1*01	297	4	23	3	46
S342	IGHV4/OR15-8*03	IGHD5-18*01	IGHJ4*01	294	8	17	14	40
S343	IGHV2-26*01	IGHD1-14*01	IGHJ2*01	299	2	13	0	47
S344	IGHV1/OR15-1*03	IGHD3-16*01	IGHJ3*02	293	0	37	7	45
S345	IGHV2-26*01	IGHD4-23*01	IGHJ2*01	300	7	8	16	45
S346	IGHV3-7*01	IGHD5/OR15-5a*01	IGHJ6*04	294	12	18	15	61
S347	IGHV1-3*02	IGHD2-21*01	IGHJ1*01	293	13	12	0	52
S348	IGHV2-70D*14	IGHD5-12*01	IGHJ6*02	297	4	11	0	54
S349	IGHV1/OR21-1*01	IGHD1-1*01	IGHJ3*02	293	3	11	1	35
S350	IGHV3-21*04	IGHD7-27*01	IGHJ4*01	293	13	8	0	47
S351	IGHV3-7*01	IGHD2-21*01	IGHJ1*01	294	5	27	0	50
S352	IGHV3-30*17	IGHD7-27*01	IGHJ2*01	292	7	0	0	44
S353	IGHV4-59*03	IGHD1-1*01	IGHJ3*01	288	7	12	3	39
S354	IGHV1/OR21-1*01	IGHD2-2*03	IGHJ1*01	290	4	23	0	50
S355	IGHV2-5*04	IGHD3/OR15-3a*01	IGHJ5*01	295	13	20	2	46
S356	IGHV3-38*02	IGHD3-16*01	IGHJ2*01	287	7	31	12	42
S357	IGHV3-38-3*01	IGHD7-27*01	IGHJ5*01	288	10	0	0	45
S358	IGHV3-73*02	IGHD6-6*01	IGHJ6*03	298	1	18	5	62
S359	IGHV3-49*03	IGHD4-11*01	IGHJ4*01	298	0	9	3	48
S360	IGHV3-43*02	IGHD4/OR15-4a*01	IGHJ5*01	294	11	13	0	46
S361	IGHV3-25*04	IGHD4/OR15-4a*01	IGHJ4*01	288	0	16	3	48
S362	IGHV1/OR15-5*02	IGHD4-17*01	IGHJ1*01	294	8	3	1	52
S363	IGHV4-61*05	IGHD2/OR15-2a*01	IGHJ3*02	297	4	30	3	48
S364	IGHV2-70D*14	IGHD3-9*01	IGHJ1*01	299	9	28	9	52
S365	IGHV1-58*01	IGHD1-20*01	IGHJ4*02	294	3	0	4	45
S366	IGHV3-38-3*01	IGHD3-3*02	IGHJ4*01	286	0	5	6	40
S367	IGHV1-2*02	IGHD6-6*01	IGHJ3*02	294	0	16	1	50
S368	IGHV4-30-4*06	IGHD3-3*02	IGHJ2*01	224	5	23	5	53
S369	IGHV1/OR15-1*03	IGHD6-6*01	IGHJ5*01	294	0	6	7	51
S370	IGHV3-7*01	IGHD4/OR15-4a*01	IGHJ1*01	291	6	10	4	47
S371	IGHV3/OR16-9*01	IGHD4-17*01	IGHJ4*02	294	0	0	0	46
S372	IGHV3/OR16-10*01	IGHD5/OR15-5a*01	IGHJ3*02	286	4	16	7	45
S373	IGHV7-81*01	IGHD3-10*01	IGHJ2*01	294	0	25	4	53
S374	IGHV3-33*01	IGHD4-23*01	IGHJ5*01	292	4	13	3	46
S375	IGHV1-2*02	IGHD2-21*02	IGHJ4*03	293	7	15	1	42
S376	IGHV3-64*03	IGHD1-14*01	IGHJ2*01	294	13	13	0	53
S377	IGHV7-4-1*04	IGHD1-14*01	IGHJ6*02	293	1	0	4	62
S378	IGHV4-30-2*01	IGHD1-14*01	IGHJ5*02	296	13	2	9	38
S379	IGHV3-53*02	IGHD1-26*01	IGHJ1*01	291	8	6	4	46
S380	IGHV3-74*01	IGHD2-15*01	IGHJ1*01	293	13	24	5	47
S381	IGHV2-26*01	IGHD3/OR15-3a*01	IGHJ3*01	299	5	23	8	47
S382	IGHV3/OR16-13*01	IGHD1/OR15-1a*01	IGHJ6*04	294	9	3	5	59
S383	IGHV1-24*01	IGHD2-21*01	IGHJ2*01	292	0	28	0	53
S384	IGHV1/OR21-1*01	IGHD3-10*01	IGHJ3*02	294	7	31	0	44
S385	IGHV3-48*03	IGHD1/OR15-1a*01	IGHJ2*01	294	9	11	0	47
S386	IGHV1-3*02	IGHD1-7*01	IGHJ1*01	293	8	14	0	43
S387	IGHV3-49*02	IGHD5/OR15-5a*01	IGHJ1*01	300	2	18	6	44
S388	IGHV1-3*01	IGHD1-1*01	IGHJ6*04	294	3	0	4	57
S389	IGHV3-64*01	IGHD1-7*01	IGHJ6*01	293	6	0	2	57
S390	IGHV2/OR16-5*01	IGHD5-18*01	IGHJ4*01	300	7	11	0	46
S391	IGHV3-66*02	IGHD6-25*01	IGHJ1*01	290	9	15	5	45
S392	IGHV3-49*03	IGHD2-15*01	IGHJ3*02	298	1	18	5	45
S393	IGHV3/OR16-8*02	IGHD4/OR15-4a*01	IGHJ2*01	288	5	8	4	53
S394	IGHV3-74*01	IGHD1-26*01	IGHJ5*01	292	3	14	0	46
S395	IGHV1-58*02	IGHD3-22*01	IGHJ4*01	294	10	23	0	46
S396	IGHV3-21*04	IGHD6-6*01	IGHJ4*01	294	0	7	0	45
S397	IGHV5-51*02	IGHD4/OR15-4a*01	IGHJ6*03	294	5	7	3	51
S398	IGHV7-81*01	IGHD1-20*01	IGHJ3*01	294	12	8	1	43
S399	IGHV3/OR16-10*03	IGHD5-18*01	IGHJ1*01	290	7	2	4	46
S400	IGHV1-58*01	IGHD1-7*01	IGHJ6*02	292	16	16	4	62
S401	IGHV3-48*03	IGHD3-9*01	IGHJ2*01	292	2	18	8	53
S402	IGHV3-38-3*01	IGHD4/OR15-4a*01	IGHJ6*03	288	8	17	3	62
S403	IGHV7-4-1*02	IGHD2-21*02	IGHJ4*01	294	0	23	7	37
S404	IGHV6-1*02	IGHD5/OR15-5a*01	IGHJ4*01	300	9	23	0	47
S405	IGHV4-59*06	IGHD3-9*01	IGHJ4*01	287	0	11	23	46
S406	IGHV3-15*04	IGHD6-19*01	IGHJ3*01	300	6	9	0	46
S407	IGHV1/OR15-5*02	IGHD3-16*02	IGHJ4*01	293	6	37	4	48
S408	IGHV3-33*01	IGHD1-14*01	IGHJ6*03	293	2	17	0	54
S409	IGHV3-NL1*01	IGHD6-19*01	IGHJ2*01	294	0	12	0	49
S410	IGHV1-3*01	IGHD1-20*01	IGHJ4*01	294	7	6	10	44
S411	IGHV2-26*01	IGHD3-16*01	IGHJ2*01	300	8	23	1	53
S412	IGHV4-30-4*03	IGHD5-18*01	IGHJ1*01	290	3	6	0	44
S413	IGHV1-69D*01	IGHD4/OR15-4a*01	IGHJ5*01	290	12	19	5	41
S414	IGHV1-2*04	IGHD1/OR15-1a*01	IGHJ6*03	293	0	12	5	62
S415	IGHV1-24*01	IGHD1/OR15-1a*01	IGHJ4*03	293	2	14	1	48
S416	IGHV3-35*01	IGHD5-12*01	IGHJ3*01	292	0	11	5	47
S417	IGHV3/OR16-9*01	IGHD7-27*01	IGHJ4*03	289	9	2	4	48
S418	IGHV3-11*03	IGHD2-2*03	IGHJ2*01	293	6	22	3	43
S419	IGHV3-66*01	IGHD5-24*01	IGHJ1*01	290	8	14	6	37
S420	IGHV3/OR16-10*03	IGHD5-24*01	IGHJ5*01	291	5	0	3	50
S421	IGHV3-43*01	IGHD3-9*01	IGHJ3*02	288	0	18	5	41
S422	IGHV3/OR16-8*02	IGHD1-20*01	IGHJ4*02	294	0	4	0	42
S423	IGHV4-31*08	IGHD6-25*01	IGHJ1*01	290	7	0	4	51
S424	IGHV3/OR15-7*01	IGHD5-24*01	IGHJ4*01	299	2	9	1	47
S425	IGHV1-24*01	IGHD3-10*02	IGHJ5*01	293	0	20	10	50
S426	IGHV3-NL1*01	IGHD3-10*01	IGHJ5*01	294	5	31	10	51
S427	IGHV3-53*02	IGHD1-14*01	IGHJ5*02	290	2	17	4	39
S428	IGHV3-48*04	IGHD5-12*01	IGHJ3*02	294	7	18	3	45
S429	IGHV1-2*01	IGHD1-7*01	IGHJ1*01	291	7	16	5	51
S430	IGHV3-7*02	IGHD6-13*01	IGHJ6*04	292	15	4	7	55
S431	IGHV3-30*02	IGHD5-24*01	IGHJ4*01	291	3	10	9	45
S432	IGHV1-2*05	IGHD6-6*01	IGHJ3*02	293	12	0	0	41
S433	IGHV4-59*10	IGHD4/OR15-4a*01	IGHJ2*01	286	9	19	3	53
S434	IGHV3-13*02	IGHD6-25*01	IGHJ5*01	290	21	7	10	51
S435	IGHV3/OR16-10*01	IGHD6-6*01	IGHJ3*01	291	3	6	0	43
S436	IGHV4-4*07	IGHD4-11*01	IGHJ5*01	290	13	5	2	51
S437	IGHV3-35*01	IGHD1-20*01	IGHJ3*01	291	7	7	0	35
S438	IGHV1-18*01	IGHD6-25*01	IGHJ5*01	293	5	10	0	47
S439	IGHV1/OR21-1*01	IGHD1-7*01	IGHJ6*01	294	4	0	0	63
S440	IGHV1-24*01	IGHD3-9*01	IGHJ5*02	289	2	28	1	47
S441	IGHV3-33*03	IGHD6-25*01	IGHJ6*01	291	8	15	7	61
S442	IGHV3-25*04	IGHD7-27*01	IGHJ2*01	293	9	6	1	46
S443	IGHV3-NL1*01	IGHD5-18*01	IGHJ4*03	293	4	20	9	41
S444	IGHV4-30-4*07	IGHD3-10*02	IGHJ5*02	296	5	25	4	34
S445	IGHV3-64D*06	IGHD1-14*01	IGHJ1*01	294	2	5	16	50
S446	IGHV1-69-2*01	IGHD1-20*01	IGHJ6*02	294	1	13	0	58
S447	IGHV3-73*01	IGHD4/OR15-4a*01	IGHJ2*01	300	0	5	4	46
S448	IGHV5-10-1*04	IGHD3-22*01	IGHJ3*01	294	5	6	0	50
S449	IGHV1/OR15-1*03	IGHD5-12*01	IGHJ1*01	294	6	17	4	46
S450	IGHV1-3*02	IGHD1-7*01	IGHJ1*01	294	2	13	0	52
S451	IGHV4-38-2*01	IGHD5-24*01	IGHJ4*03	293	7	10	3	48
S452	IGHV3/OR16-10*02	IGHD3-22*01	IGHJ1*01	289	7	24	1	52
S453	IGHV3-53*02	IGHD1-1*01	IGHJ3*01	289	0	14	3	49
S454	IGHV3-11*05	IGHD4-11*01	IGHJ2*01	293	7	8	2	48
S455	IGHV3-38*03	IGHD2-15*01	IGHJ4*03	286	6	29	1	48
S456	IGHV3-9*02	IGHD4-11*01	IGHJ2*01	290	4	0	11	44
S457	IGHV3-64*01	IGHD3-10*01	IGHJ3*01	293	4	24	8	50
S458	IGHV3-15*07	IGHD4-11*01	IGHJ3*02	300	8	14	0	45
S459	IGHV1/OR15-9*01	IGHD6-19*01	IGHJ1*01	291	5	13	1	45
S460	IGHV3-13*02	IGHD1/OR15-1a*01	IGHJ2*01	291	0	17	0	53
S461	IGHV1/OR15-9*01	IGHD4-17*01	IGHJ3*01	294	7	0	1	50
S462	IGHV1-58*02	IGHD1-1*01	IGHJ2*01	289	0	7	3	47
S463	IGHV3-NL1*01	IGHD1-7*01	IGHJ4*03	294	0	10	0	48
S464	IGHV7-81*01	IGHD1-20*01	IGHJ3*02	294	12	11	0	41
S465	IGHV3-74*03	IGHD3-16*02	IGHJ1*01	293	0	32	2	52
S466	IGHV3-43D*01	IGHD3-3*02	IGHJ5*01	294	6	16	4	41
S467	IGHV3-20*02	IGHD5/OR15-5a*01	IGHJ2*01	288	0	13	1	47
S468	IGHV4-30-2*03	IGHD4/OR15-4a*01	IGHJ3*02	297	5	16	2	44
S469	IGHV1/OR15-5*02	IGHD3-22*01	IGHJ6*01	292	7	28	1	63
S470	IGHV3-30-3*02	IGHD6-13*01	IGHJ1*01	294	7	0	9	45
S471	IGHV3/OR15-7*02	IGHD5-18*01	IGHJ5*02	299	12	20	8	46
S472	IGHV4-30-4*06	IGHD2-15*01	IGHJ3*02	225	5	25	4	45
S473	IGHV3/OR15-7*01	IGHD3-3*01	IGHJ2*01	299	6	22	16	39
S474	IGHV3-73*02	IGHD2-8*01	IGHJ1*01	299	4	24	4	45
S475	IGHV3/OR16-12*01	IGHD4/OR15-4a*01	IGHJ2*01	293	0	19	4	45
S476	IGHV4-38-2*01	IGHD6-6*01	IGHJ1*01	293	8	10	3	47
S477	IGHV3-53*02	IGHD5-18*01	IGHJ4*02	291	0	20	2	42
S478	IGHV1-24*01	IGHD3-16*02	IGHJ1*01	294	12	32	23	51
S479	IGHV4-4*02	IGHD4-11*01	IGHJ4*03	293	3	16	3	46
S480	IGHV3-53*03	IGHD2-8*01	IGHJ1*01	291	2	29	1	47
S481	IGHV3-25*04	IGHD7-27*01	IGHJ4*02	291	0	9	1	48
S482	IGHV3/OR16-8*01	IGHD7-27*01	IGHJ6*01	294	7	0	9	63
S483	IGHV1/OR15-1*04	IGHD2-8*02	IGHJ4*01	292	0	19	7	43
S484	IGHV3-NL1*01	IGHD4/OR15-4a*01	IGHJ3*01	293	7	3	0	40
S485	IGHV1-45*02	IGHD4-23*01	IGHJ3*01	289	0	19	0	50
S486	IGHV3/OR16-12*01	IGHD4-17*01	IGHJ3*02	293	8	16	3	44
S487	IGHV1-69*12	IGHD1-14*01	IGHJ3*01	294	0	8	4	46
S488	IGHV3-38*02	IGHD4/OR15-4a*01	IGHJ3*02	288	0	5	1	49
S489	IGHV3/OR16-9*01	IGHD4-17*01	IGHJ1*01	294	5	8	1	47
S490	IGHV3-43D*01	IGHD4-11*01	IGHJ4*01	294	7	12	1	47
S491	IGHV3-9*01	IGHD6-19*01	IGHJ4*01	293	0	16	1	48
S492	IGHV2-70D*14	IGHD7-27*01	IGHJ4*03	297	0	1	6	42
S493	IGHV1-69D*01	IGHD5/OR15-5a*01	IGHJ1*01	293	12	13	3	52
S494	IGHV3-30*14	IGHD6-6*01	IGHJ5*01	293	12	12	8	48
S495	IGHV1-2*03	IGHD6-6*01	IGHJ3*01	294	10	13	0	50
S496	IGHV3-43D*01	IGHD6-25*01	IGHJ1*01	290	11	13	10	46
S497	IGHV1-2*03	IGHD4/OR15-4a*01	IGHJ1*01	292	7	0	8	51
S498	IGHV3-64D*06	IGHD3-3*01	IGHJ3*02	294	5	30	3	50
S499	IGHV2-70*01	IGHD1-7*01	IGHJ2*01	300	0	11	0	53
S500	IGHV3-9*02	IGHD3-9*01	IGHJ2*01	293	12	21	6	53
S501	IGHV3/OR16-10*03	IGHD3/OR15-3a*01	IGHJ2*01	291	5	23	6	48
S502	IGHV4/OR15-8*01	IGHD1-1*01	IGHJ4*03	293	6	17	6	48
S503	IGHV1-18*04	IGHD4-23*01	IGHJ5*02	294	1	19	0	50
S504	IGHV1/OR21-1*01	IGHD3-10*01	IGHJ3*02	290	0	29	3	45
S505	IGHV3-48*02	IGHD3-10*02	IGHJ4*03	294	4	26	7	39
S506	IGHV3-43D*01	IGHD1-26*01	IGHJ2*01	294	7	8	0	52
S507	IGHV6-1*01	IGHD4/OR15-4a*01	IGHJ5*01	303	7	11	0	46
S508	IGHV3-11*06	IGHD1-1*01	IGHJ2*01	293	2	11	3	49
S509	IGHV2-70*10	IGHD3-10*01	IGHJ2*01	299	12	31	9	49
S510	IGHV2-5*09	IGHD1/OR15-1a*01	IGHJ3*02	299	9	1	8	41
S511	IGHV3-43D*01	IGHD1-14*01	IGHJ6*01	293	0	10	1	54
S512	IGHV3-16*02	IGHD1-14*01	IGHJ4*01	294	0	11	13	46
S513	IGHV4-34*03	IGHD3-16*02	IGHJ4*02	284	3	19	0	46
S514	IGHV3-43D*01	IGHD7-27*01	IGHJ5*01	294	7	0	4	50
S515	IGHV1/OR15-5*02	IGHD3-22*01	IGHJ4*03	292	8	28	0	42
S516	IGHV3-21*03	IGHD5/OR15-5a*01	IGHJ4*02	293	2	14	3	43
S517	IGHV6-1*02	IGHD2-2*03	IGHJ5*01	302	11	18	2	40
S518	IGHV3-48*04	IGHD5-12*01	IGHJ3*02	294	23	18	0	50
S519	IGHV3-53*04	IGHD6-19*01	IGHJ3*02	286	3	7	3	44
S520	IGHV3-73*01	IGHD2-2*01	IGHJ2*01	299	6	8	0	48
S521	IGHV3-30*19	IGHD5-24*01	IGHJ2*01	290	0	13	5	53
S522	IGHV3-20*01	IGHD3-3*01	IGHJ6*03	294	3	21	0	48
S523	IGHV3-15*05	IGHD3/OR15-3a*01	IGHJ2*01	299	2	23	0	52
S524	IGHV3-38*03	IGHD3-9*01	IGHJ2*01	288	6	26	0	53
S525	IGHV3-43*02	IGHD2-2*03	IGHJ6*01	293	3	30	1	46
S526	IGHV1-46*02	IGHD3-22*01	IGHJ1*01	294	2	31	0	52
S527	IGHV1-58*02	IGHD1-1*01	IGHJ5*01	294	0	6	1	45
S528	IGHV4-59*01	IGHD6-6*01	IGHJ3*02	291	2	14	4	44
S529	IGHV6-1*01	IGHD2-2*02	IGHJ4*01	301	0	25	4	46
S530	IGHV4-59*02	IGHD2-8*02	IGHJ2*01	291	13	16	6	53
S531	IGHV2-70D*04	IGHD1-20*01	IGHJ5*02	300	8	6	0	38
S532	IGHV1-24*01	IGHD1-7*01	IGHJ6*02	289	14	15	4	62
S533	IGHV3-64*03	IGHD6-25*01	IGHJ4*02	293	8	5	5	38
S534	IGHV3-35*01	IGHD6-25*01	IGHJ4*03	293	0	18	0	38
S535	IGHV7-4-1*01	IGHD3/OR15-3a*01	IGHJ6*04	293	11	21	11	55
S536	IGHV1-58*02	IGHD1-26*01	IGHJ5*01	294	0	11	1	46
S537	IGHV3-73*01	IGHD3-16*02	IGHJ3*02	300	13	31	2	39
S538	IGHV4-28*04	IGHD5-12*01	IGHJ4*02	294	7	4	0	44
S539	IGHV3-43*02	IGHD4-11*01	IGHJ2*01	291	4	0	0	45
S540	IGHV3-48*02	IGHD6-19*01	IGHJ6*02	293	3	18	0	58
S541	IGHV3-15*01	IGHD3-22*01	IGHJ1*01	300	0	29	0	44
S542	IGHV3-15*03	IGHD7-27*01	IGHJ1*01	300	7	10	0	47
S543	IGHV3-30-3*03	IGHD5-24*01	IGHJ5*01	291	0	8	2	51
S544	IGHV3-43D*01	IGHD3/OR15-3a*01	IGHJ4*01	294	9	26	2	48
S545	IGHV3-43*02	IGHD4-11*01	IGHJ3*01	293	4	0	1	48
S546	IGHV3/OR16-8*01	IGHD2-2*02	IGHJ5*02	294	2	26	3	48
S547	IGHV3-20*02	IGHD4-23*01	IGHJ2*01	291	12	5	2	48
S548	IGHV3-38-3*01	IGHD2/OR15-2a*01	IGHJ6*01	287	8	31	3	62
S549	IGHV1-69*09	IGHD3-16*01	IGHJ4*02	291	13	31	1	46
S550	IGHV3/OR16-9*01	IGHD6-19*01	IGHJ1*01	294	5	18	4	52
S551	IGHV3-NL1*01	IGHD4-11*01	IGHJ3*01	294	8	0	6	44
S552	IGHV3-33*03	IGHD1-14*01	IGHJ2*01	294	13	1	7	49
S553	IGHV1-18*04	IGHD1/OR15-1a*01	IGHJ6*01	293	9	7	1	63
S554	IGHV3/OR16-6*02	IGHD2/OR15-2a*01	IGHJ1*01	300	13	17	0	46
S555	IGHV2-5*05	IGHD1-1*01	IGHJ1*01	300	11	14	0	51
S556	IGHV3-NL1*01	IGHD7-27*01	IGHJ5*02	292	7	0	0	41
S557	IGHV1-3*01	IGHD3-22*01	IGHJ5*01	292	0	24	15	36
S558	IGHV1-58*02	IGHD2-21*02	IGHJ6*04	294	3	18	3	61
S559	IGHV1/OR15-9*01	IGHD7-27*01	IGHJ6*02	294	6	9	0	57
S560	IGHV3-53*03	IGHD3-10*02	IGHJ4*02	288	0	28	0	42
S561	IGHV4-39*06	IGHD2-8*02	IGHJ3*01	296	8	27	6	48
S562	IGHV5-10-1*04	IGHD1-7*01	IGHJ1*01	294	1	16	1	46
S563	IGHV5-51*02	IGHD3-10*01	IGHJ4*01	294	3	22	0	48
S564	IGHV3/OR16-9*01	IGHD1-20*01	IGHJ1*01	294	3	0	3	46
S565	IGHV1/OR21-1*01	IGHD1/OR15-1a*01	IGHJ2*01	292	17	0	2	47
S566	IGHV4-30-2*03	IGHD5-12*01	IGHJ5*01	297	0	17	2	51
S567	IGHV2-26*01	IGHD3/OR15-3a*01	IGHJ2*01	295	21	11	0	40
S568	IGHV3-30-3*01	IGHD3-9*01	IGHJ1*01	291	3	28	5	43
S569	IGHV4-61*06	IGHD5-18*01	IGHJ3*01	224	13	10	0	45
S570	IGHV3-49*03	IGHD2-2*03	IGHJ1*01	299	14	28	0	38
S571	IGHV3-16*02	IGHD1/OR15-1a*01	IGHJ6*03	294	8	10	0	60
S572	IGHV3-NL1*01	IGHD1-14*01	IGHJ5*02	293	2	11	1	51
S573	IGHV2-5*04	IGHD5-12*01	IGHJ1*01	295	0	13	0	50
S574	IGHV3-64D*06	IGHD1-7*01	IGHJ3*02	294	12	14	3	47
S575	IGHV3/OR16-6*02	IGHD5/OR15-5a*01	IGHJ5*01	299	4	18	0	46
S576	IGHV1/OR21-1*01	IGHD3/OR15-3a*01	IGHJ1*01	293	12	17	4	47
S577	IGHV1/OR15-9*01	IGHD5-12*01	IGHJ2*01	293	7	16	2	49
S578	IGHV3/OR16-12*01	IGHD6-13*01	IGHJ3*01	294	7	17	2	50
S579	IGHV3-20*01	IGHD2/OR15-2a*01	IGHJ2*01	288	4	14	6	52
S580	IGHV1-2*03	IGHD4-23*01	IGHJ4*01	294	5	18	0	44
S581	IGHV1-58*01	IGHD2-8*01	IGHJ6*01	294	8	21	3	59
S582	IGHV3-7*03	IGHD1-1*01	IGHJ5*02	294	7	9	6	42
S583	IGHV3-49*04	IGHD3-22*01	IGHJ4*01	295	9	29	0	46
S584	IGHV3/OR16-8*01	IGHD5/OR15-5a*01	IGHJ4*01	294	8	9	5	42
S585	IGHV3-38*03	IGHD1-14*01	IGHJ4*03	288	0	13	0	48
S586	IGHV2-70D*14	IGHD3-16*02	IGHJ2*01	300	3	36	0	52
S587	IGHV3/OR16-6*02	IGHD5/OR15-5a*01	IGHJ4*03	300	0	20	10	43
S588	IGHV3/OR16-9*01	IGHD6-6*01	IGHJ4*02	294	8	16	7	39
S589	IGHV3-38*03	IGHD4-11*01	IGHJ3*01	287	4	0	10	48
S590	IGHV1/OR15-9*01	IGHD1-7*01	IGHJ2*01	294	0	14	5	48
S591	IGHV3-33*04	IGHD3-22*01	IGHJ4*03	294	13	30	11	43
S592	IGHV3/OR16-9*01	IGHD2/OR15-2a*01	IGHJ4*01	294	7	25	3	47
S593	IGHV4/OR15-8*01	IGHD5-18*01	IGHJ6*02	294	9	9	0	60
S594	IGHV3-21*02	IGHD4-23*01	IGHJ2*01	294	7	10	0	53
S595	IGHV4-59*04	IGHD6-19*01	IGHJ2*01	287	7	18	0	49
S596	IGHV1-24*01	IGHD1-14*01	IGHJ2*01	291	3	3	8	47
S597	IGHV2/OR16-5*01	IGHD2/OR15-2a*01	IGHJ6*02	299	12	17	0	62
S598	IGHV3-30*13	IGHD3-10*02	IGHJ2*01	293	6	14	10	50
S599	IGHV1-58*01	IGHD2-8*01	IGHJ4*01	294	7	25	0	41
S600	IGHV3-38-3*01	IGHD6-13*01	IGHJ6*01	287	2	8	3	61
S601	IGHV3-23*05	IGHD6-25*01	IGHJ3*02	291	2	0	0	47
S602	IGHV3-43D*01	IGHD1-20*01	IGHJ6*04	294	9	12	1	57
S603	IGHV3-35*01	IGHD5-18*01	IGHJ1*01	294	2	9	3	41
S604	IGHV1-69*06	IGHD3-3*01	IGHJ6*03	293	7	22	3	62
S605	IGHV4-61*01	IGHD3-10*02	IGHJ6*03	294	15	14	1	48
S606	IGHV3-20*01	IGHD5-24*01	IGHJ3*01	294	0	5	9	44
S607	IGHV1-24*01	IGHD2-2*02	IGHJ2*01	294	10	17	7	48
S608	IGHV3-11*04	IGHD3-10*02	IGHJ6*01	294	1	24	5	61
S609	IGHV1-18*03	IGHD1/OR15-1a*01	IGHJ4*02	294	3	17	3	47
S610	IGHV3-33*01	IGHD3-22*01	IGHJ1*01	293	8	21	2	52
S611	IGHV3-30-3*02	IGHD3-10*01	IGHJ1*01	290	3	24	1	46
S612	IGHV3/OR16-13*01	IGHD1-1*01	IGHJ4*01	294	15	6	0	40
S613	IGHV1/OR15-1*02	IGHD4-17*01	IGHJ3*02	294	9	15	0	49
S614	IGHV3-7*03	IGHD3-16*01	IGHJ6*04	293	7	29	1	58
S615	IGHV3-38*01	IGHD4-17*01	IGHJ4*02	288	4	16	4	46
S616	IGHV5-51*03	IGHD1-1*01	IGHJ4*02	293	4	11	1	46
S617	IGHV4-59*03	IGHD4-17*01	IGHJ3*01	286	0	1	0	50
S618	IGHV3-30*02	IGHD2-21*01	IGHJ1*01	293	0	25	4	45
S619	IGHV3-7*03	IGHD6-6*01	IGHJ6*03	294	3	10	1	61
S620	IGHV3-16*01	IGHD2-15*01	IGHJ4*02	294	4	23	0	43
S621	IGHV2-5*05	IGHD2-2*03	IGHJ2*01	300	2	10	3	37
S622	IGHV1-8*01	IGHD2-15*01	IGHJ3*01	293	13	23	3	44
S623	IGHV3-72*01	IGHD4-17*01	IGHJ3*01	298	15	8	4	42
S624	IGHV3-38*01	IGHD3-22*01	IGHJ3*02	287	7	17	14	45
S625	IGHV3-30-3*03	IGHD1-14*01	IGHJ6*02	294	6	10	0	62
S626	IGHV4-61*06	IGHD1-26*01	IGHJ5*01	225	0	17	0	50
S627	IGHV1-58*01	IGHD6-25*01	IGHJ1*01	294	5	10	0	49
S628	IGHV3-49*02	IGHD1-20*01	IGHJ6*02	300	7	8	3	57
S629	IGHV4-30-4*02	IGHD4-23*01	IGHJ1*01	297	9	2	0	44
S630	IGHV3-49*01	IGHD3/OR15-3a*01	IGHJ1*01	299	5	26	0	52
S631	IGHV2-70*10	IGHD2-8*02	IGHJ3*01	300	19	20	0	40
S632	IGHV4-30-2*02	IGHD1-1*01	IGHJ1*01	292	5	12	9	52
S633	IGHV3-66*02	IGHD5/OR15-5a*01	IGHJ5*02	290	8	11	4	45
S634	IGHV3-38*01	IGHD5-18*01	IGHJ2*01	288	3	9	5	47
